description,label
"Inirereklamo po namin ang grupo ng mga lasing na nagsisigawan at nagmumurahan tuwing gabi sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagaganap na matinding murahan at sigawan sa pagitan ng magkapitbahay sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Nakaalarma ang ingay ng nag-aaway na grupo na nagmumurahan sa parke ng Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Kailangan po ng pulis dahil nagkakapikunan at nagsisigawan na ang mga tao sa kalsada ng Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Paki-sita po ang mga kabataang nagmumurahan at nagsisigawan sa tapat ng eskwelahan sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagaganap na kaguluhan at malakas na murahan sa loob ng pampublikong sasakyan sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Sobrang ingay ng mga nagmumurahan at nagsisigawan na mga tambay sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Nagkakagulo at nagsisigawan ang mga tao sa inuman na nauwi sa murahan sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagrereklamo sa ingay ng mga taong nagmumurahan sa madilim na eskinita ng Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Hindi makatulog ang mga residente dahil sa walang tigil na sigawan at murahan sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May mga estrangherong nagmumurahan at nagsisigawan sa waiting shed ng Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Nakakatakot ang nagaganap na sigawan at murahan ng dalawang grupo sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Paki-aksyunan ang ingay ng mga taong nagmumurahan sa tapat ng aming tindahan sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Nagkakainitan at nagsisigawan na ang mga tao sa gitna ng palengke sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May mga residenteng nagmumurahan at nagsisigawan dahil sa hindi pagkakaintindihan sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Sobrang bastos ng mga nagsisigawan at nagmumurahan na lalaki sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May kaguluhan at murahan na nagaganap sa tapat ng aming gate sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Nakaalarma ang mga taong nagmumurahan at nagsisigawan sa gitna ng daan sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Paki-sita ang mga lasing na nagsisigawan at nagmumurahan sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagaganap na sigawan at murahan sa pagitan ng mga drayber sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Hindi na makadaan ang mga tao dahil sa mga taong nagmumurahan sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagrereklamo sa mga nagsisigawan at nagmumurahan na mga tambay sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Sobrang ingay ng mga nagmumurahan at nagsisigawan sa tapat ng barangay hall sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Nagkakagulo at nagmumurahan na ang mga tao sa plaza ng Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May mga taong nagsisigawan at nagmumurahan na nakakaistorbo sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Paki-aksyunan ang ingay ng mga taong nagmumurahan sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Nakakatakot ang sigawan at murahan ng mga taong lasing sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May naganap na sigawan at murahan sa labas ng aming bahay sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Sobrang bastos ng mga taong nagmumurahan sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Nagsisigawan at nagmumurahan ang mga tao sa gitna ng gabi sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagaganap na murahan sa tapat ng aming pintuan sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Sobrang ingay ng mga nagsisigawan at nagmumurahan sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagkakagulo at nagmumurahan sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Paki-sita ang mga taong nagmumurahan sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Nakakaistorbo ang mga nagsisigawan sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagmumurahan sa labas ng aming bahay sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Sobrang ingay ng mga nagsisigawan at nagmumurahan sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagkakagulo sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May mga tawo nga nagasigawan kag nagamurahan sa tunga sang dalan diri sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Tabang! Nagasulod kag nagamurahan ang mga lalaki sa tapat sang amon balay sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Gina-reklamo namon ang grupo sang mga hubog nga nagasigawan kag nagamurahan kada gabii sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagakatabo nga grabe nga murahan kag sigawan sa tunga sang mag-silingan sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Makakululba ang gahod sang naga-away nga grupo nga nagamurahan sa parke sang Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Kinahanglan sang pulis kay nagapikunan kag nagasigawan na ang mga tawo sa kalsada sang Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Palihog sitaha ang mga pamatan-on nga nagamurahan kag nagasigawan sa tapat sang eskwelahan sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagakatabo nga gulo kag mabaskog nga murahan sa sulod sang pampubliko nga sakyanan sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Grabe ang gahod sang mga nagamurahan kag nagasigawan nga mga tambay sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Nagagulo kag nagasigawan ang mga tawo sa inom nga natapos sa murahan sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagareklamo sa gahod sang mga tawo nga nagamurahan sa madulom nga eskinita sang Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Indi makatulog ang mga residente bangod sa wala untat nga sigawan kag murahan sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May mga estranghero nga nagamurahan kag nagasigawan sa waiting shed sang Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Makakululba ang nagakatabo nga sigawan kag murahan sang duha ka grupo sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Palihog aksyuni ang gahod sang mga tawo nga nagamurahan sa tapat sang amon baligyaan sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Nagapainit kag nagasigawan na ang mga tawo sa tunga sang merkado sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May mga residente nga nagamurahan kag nagasigawan bangod sa indi pag-sinabtanay sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Grabe ka bastos sang mga nagasigawan kag nagamurahan nga mga lalaki sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May gulo kag murahan nga nagakatabo sa tapat sang amon gate sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Makakululba ang mga tawo nga nagamurahan kag nagasigawan sa tunga sang dalan sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Palihog sitaha ang mga hubog nga nagasigawan kag nagamurahan sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagakatabo nga sigawan kag murahan sa tunga sang mga drayber sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Indi na makalabay ang mga tawo bangod sa mga tawo nga nagamurahan sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagareklamo sa mga nagasigawan kag nagamurahan nga mga tambay sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Grabe ka gahod sang mga nagamurahan kag nagasigawan sa tapat sang barangay hall sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Nagagulo kag nagamurahan na ang mga tawo sa plaza sang Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May mga tawo nga nagasigawan kag nagamurahan nga naga-istorbo sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Palihog aksyuni ang gahod sang mga tawo nga nagamurahan sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Makakululba ang sigawan kag murahan sang mga tawo nga hubog sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May natabo nga sigawan kag murahan sa guwa sang amon balay sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Grabe ka bastos sang mga tawo nga nagamurahan sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Nagasigawan kag nagamurahan ang mga tawo sa tunga sang gabii sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagakatabo nga murahan sa tapat sang amon puertahan sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Grabe ka gahod sang mga nagasigawan kag nagamurahan sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagagulo kag nagamurahan sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Palihog sitaha ang mga tawo nga nagamurahan sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Naga-istorbo ang mga nagasigawan sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagamurahan sa guwa sang amon balay sa Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Grabe ka gahod sang mga nagasigawan kag nagamurahan sa Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"May nagagulo sa Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"People are shouting and cursing at each other in the middle of the street in Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Help! Men are fighting and swearing in front of our house in Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"We are complaining about a group of intoxicated people shouting and cursing every night in Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"There is intense shouting and cursing occurring between neighbors in Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"The noise of a fighting group cursing in the park of Sitio Sampaguita is alarming.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Police assistance is needed as people are provoking and shouting at each other on the road in Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Please warn the youth who are cursing and shouting in front of the school in Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"A chaotic shouting and cursing incident is happening inside the public transport vehicle in Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"The noise from people cursing and shouting at the street corner in Sitio Rosas is unbearable.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"A drinking party turned chaotic with people shouting and cursing in Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"There is a complaint about people cursing in the dark alleyway of Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Residents cannot sleep because of non-stop shouting and cursing in Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Strangers are cursing and shouting at the public waiting shed in Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"The shouting and cursing of two groups is frightening in Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Please act on the noise of people cursing in front of our store in Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"People are getting heated and shouting in the middle of the market in Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Residents are cursing and shouting at each other due to a misunderstanding in Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"The shouting and cursing men in Sitio Rosas are being very rude.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"A chaotic scene of shouting and cursing is happening in front of our gate in Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"The people cursing and shouting in the middle of the road are alarming in Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Please warn the intoxicated individuals shouting and cursing in Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Shouting and cursing is occurring between drivers in Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"People cannot pass because of individuals cursing in Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"There is a complaint about people shouting and cursing in Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"The noise of shouting and cursing in front of the barangay hall in Sitio Daisy is unbearable.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"People are getting chaotic and cursing at the plaza in Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"There are people shouting and cursing that are disturbing the peace in Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Please act on the noise of people cursing in Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"The shouting and cursing of intoxicated people is frightening in Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"A shouting and cursing incident occurred outside our house in Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"The people cursing in Sitio Daisy are being very rude.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"People are shouting and cursing in the middle of the night in Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Cursing is occurring in front of our door in Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"The noise of shouting and cursing in Sitio Daisy is unbearable.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"There is a chaotic shouting and cursing incident in Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"Please warn the people cursing in Sitio Rosas.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"The shouting in Sitio Daisy is disturbing the peace.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"People are cursing outside our house in Sitio Sampaguita.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"The shouting and cursing in Sitio Rosas is unbearable.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
"There is a chaotic situation in Sitio Daisy.",Shouting and Cursing (Nagsisigawan at Nagmumurahan)
